payment_id,order_id,payment_type,payment_status,payment_value
PAY01160,O01160,Net Banking,failed,81103.28
PAY01161,O01161,Cash on Delivery,paid,18928.47
PAY01162,O01162,Debit Card,paid,51625.76
PAY01163,O01163,Net Banking,paid,0.0
PAY01164,O01164,Debit Card,paid,0.0
PAY01165,O01165,UPI,paid,0.0
PAY01166,O01166,Credit Card,paid,103801.04
PAY01167,O01167,Debit Card,paid,40638.9
PAY01168,O01168,UPI,paid,55380.57
PAY01169,O01169,Credit Card,paid,125548.34
PAY01170,O01170,Net Banking,paid,208420.83
PAY01171,O01171,Net Banking,paid,7864.22
PAY01172,O01172,Net Banking,paid,83671.58
PAY01173,O01173,Cash on Delivery,paid,79017.83
PAY01174,O01174,Cash on Delivery,paid,19708.05
PAY01175,O01175,Cash on Delivery,paid,23182.32
PAY01176,O01176,Cash on Delivery,paid,60213.32
PAY01177,O01177,UPI,paid,171787.47
PAY01178,O01178,UPI,paid,13783.29
PAY01179,O01179,Net Banking,paid,141203.72
PAY01180,O01180,Credit Card,paid,11683.62
PAY01181,O01181,Cash on Delivery,paid,55041.5
PAY01182,O01182,Credit Card,paid,0.0
PAY01183,O01183,UPI,paid,43916.21
PAY01184,O01184,Cash on Delivery,paid,63199.89
PAY01185,O01185,UPI,pending,184748.07
PAY01186,O01186,UPI,paid,76423.22
PAY01187,O01187,Debit Card,paid,44027.94
PAY01188,O01188,UPI,paid,57385.12
PAY01189,O01189,Net Banking,paid,13395.12
PAY01190,O01190,UPI,paid,7134.2
PAY01191,O01191,Cash on Delivery,paid,80233.08
PAY01192,O01192,Net Banking,paid,25427.64
PAY01193,O01193,UPI,paid,0.0
PAY01194,O01194,Net Banking,paid,0.0
PAY01195,O01195,UPI,pending,30507.5
PAY01196,O01196,Net Banking,paid,154535.75
PAY01197,O01197,Credit Card,paid,22613.7
PAY01198,O01198,Debit Card,paid,46970.77
PAY01199,O01199,Net Banking,paid,26223.46
PAY01200,O01200,Cash on Delivery,paid,0.0
PAY01201,O01201,Debit Card,paid,0.0
PAY01202,O01202,Debit Card,paid,82822.76
PAY01203,O01203,UPI,paid,31254.56
PAY01204,O01204,Net Banking,paid,104833.1
PAY01205,O01205,Debit Card,paid,75306.91
PAY01206,O01206,Cash on Delivery,paid,53716.88
PAY01207,O01207,Cash on Delivery,paid,69103.64
PAY01208,O01208,Cash on Delivery,paid,35202.07
PAY01209,O01209,UPI,paid,141299.1
PAY01210,O01210,Credit Card,paid,0.0
PAY01211,O01211,Net Banking,paid,35858.55
PAY01212,O01212,Debit Card,paid,39957.34
PAY01213,O01213,Net Banking,paid,151899.46
PAY01214,O01214,Debit Card,pending,141868.96
PAY01215,O01215,UPI,paid,121032.64
PAY01216,O01216,Net Banking,paid,30837.31
PAY01217,O01217,UPI,paid,172842.81
PAY01218,O01218,UPI,paid,89727.73
PAY01219,O01219,Net Banking,paid,55522.63
PAY01220,O01220,Net Banking,paid,10725.38
PAY01221,O01221,Debit Card,pending,60164.25
PAY01222,O01222,Cash on Delivery,paid,46583.22
PAY01223,O01223,UPI,paid,12474.39
PAY01224,O01224,Credit Card,pending,0.0
PAY01225,O01225,Debit Card,paid,15541.68
PAY01226,O01226,Debit Card,paid,90227.53
PAY01227,O01227,Cash on Delivery,failed,116541.8
PAY01228,O01228,Cash on Delivery,paid,21714.61
PAY01229,O01229,UPI,paid,0.0
PAY01230,O01230,Debit Card,paid,0.0
PAY01231,O01231,Debit Card,paid,22112.28
PAY01232,O01232,Credit Card,paid,102969.1
PAY01233,O01233,UPI,pending,46196.12
PAY01234,O01234,UPI,paid,0.0
PAY01235,O01235,Cash on Delivery,paid,58552.79
PAY01236,O01236,UPI,pending,86706.25
PAY01237,O01237,Credit Card,paid,48041.4
PAY01238,O01238,UPI,paid,81034.28
PAY01239,O01239,Net Banking,paid,138032.54
PAY01240,O01240,Net Banking,pending,51545.59
PAY01241,O01241,Credit Card,failed,48990.28
PAY01242,O01242,Cash on Delivery,paid,0.0
PAY01243,O01243,Debit Card,paid,52757.71
PAY01244,O01244,UPI,paid,65568.36
PAY01245,O01245,Cash on Delivery,paid,0.0
PAY01246,O01246,Cash on Delivery,pending,40788.44
PAY01247,O01247,UPI,paid,57465.61
PAY01248,O01248,Debit Card,paid,48798.52
PAY01249,O01249,UPI,paid,50811.34
PAY01250,O01250,Debit Card,paid,0.0
PAY01251,O01251,Credit Card,paid,55075.35
PAY01252,O01252,Debit Card,paid,91852.91
PAY01253,O01253,Cash on Delivery,pending,65227.4
PAY01254,O01254,Credit Card,pending,87664.15
PAY01255,O01255,Net Banking,paid,40334.98
PAY01256,O01256,Credit Card,paid,64226.32
PAY01257,O01257,Debit Card,paid,31932.64
PAY01258,O01258,Credit Card,paid,79513.26
PAY01259,O01259,Credit Card,paid,0.0
PAY01260,O01260,Net Banking,paid,39689.84
PAY01261,O01261,Debit Card,paid,129916.47
PAY01262,O01262,Cash on Delivery,paid,0.0
PAY01263,O01263,Credit Card,paid,33395.48
PAY01264,O01264,UPI,paid,37423.17
PAY01265,O01265,Cash on Delivery,paid,13744.19
PAY01266,O01266,Credit Card,paid,174130.31
PAY01267,O01267,Cash on Delivery,paid,115538.05
PAY01268,O01268,UPI,paid,54658.3
PAY01269,O01269,Cash on Delivery,paid,39293.82
PAY01270,O01270,Cash on Delivery,paid,58108.33
PAY01271,O01271,UPI,paid,93435.84
PAY01272,O01272,UPI,paid,48763.71
PAY01273,O01273,UPI,paid,0.0
PAY01274,O01274,Net Banking,paid,20823.66
PAY01275,O01275,UPI,pending,67661.61
PAY01276,O01276,Cash on Delivery,paid,5919.43
PAY01277,O01277,UPI,paid,118097.52
PAY01278,O01278,Credit Card,failed,79405.77
PAY01279,O01279,UPI,paid,85488.32
PAY01280,O01280,UPI,paid,4564.6
PAY01281,O01281,Debit Card,paid,56826.87
PAY01282,O01282,Cash on Delivery,paid,3519.28
PAY01283,O01283,Cash on Delivery,paid,61819.97
PAY01284,O01284,Credit Card,paid,62515.8
PAY01285,O01285,Net Banking,paid,55206.44
PAY01286,O01286,Debit Card,pending,27543.37
PAY01287,O01287,Credit Card,paid,71980.38
PAY01288,O01288,Credit Card,paid,19143.76
PAY01289,O01289,Cash on Delivery,paid,74438.52
PAY01290,O01290,Debit Card,paid,28352.3
PAY01291,O01291,Cash on Delivery,paid,2311.56
PAY01292,O01292,Net Banking,paid,0.0
PAY01293,O01293,Cash on Delivery,paid,101948.74
PAY01294,O01294,UPI,paid,23860.89
PAY01295,O01295,Cash on Delivery,paid,95779.48
PAY01296,O01296,UPI,paid,51015.87
PAY01297,O01297,Credit Card,pending,92068.18
PAY01298,O01298,Net Banking,paid,32737.72
PAY01299,O01299,UPI,paid,2319.2
PAY01300,O01300,Net Banking,paid,41328.28
PAY01301,O01301,Cash on Delivery,failed,115660.87
PAY01302,O01302,Cash on Delivery,pending,85869.07
PAY01303,O01303,Credit Card,paid,70492.4
PAY01304,O01304,Cash on Delivery,paid,36444.58
PAY01305,O01305,UPI,paid,158734.56
PAY01306,O01306,Credit Card,paid,81818.0
PAY01307,O01307,Net Banking,paid,0.0
PAY01308,O01308,Credit Card,paid,0.0
PAY01309,O01309,Net Banking,paid,55391.88
PAY01310,O01310,Debit Card,paid,30725.51
PAY01311,O01311,UPI,paid,64699.61
PAY01312,O01312,UPI,paid,0.0
PAY01313,O01313,Net Banking,paid,5291.91
PAY01314,O01314,Cash on Delivery,paid,92607.38
PAY01315,O01315,Cash on Delivery,paid,71534.4
PAY01316,O01316,Debit Card,paid,31932.64
PAY01317,O01317,Net Banking,paid,0.0
PAY01318,O01318,Debit Card,paid,95881.61
PAY01319,O01319,Net Banking,paid,48442.84
PAY01320,O01320,Debit Card,paid,104918.69
PAY01321,O01321,Net Banking,pending,59931.21
PAY01322,O01322,UPI,paid,39543.52
PAY01323,O01323,Debit Card,paid,52033.44
PAY01324,O01324,Debit Card,paid,7725.72
PAY01325,O01325,Net Banking,pending,7314.6
PAY01326,O01326,Credit Card,paid,0.0
PAY01327,O01327,Credit Card,paid,194886.44
PAY01328,O01328,UPI,paid,160622.38
PAY01329,O01329,Cash on Delivery,paid,0.0
PAY01330,O01330,Cash on Delivery,paid,99416.28
PAY01331,O01331,UPI,paid,68931.82
PAY01332,O01332,Cash on Delivery,paid,15483.06
PAY01333,O01333,Net Banking,paid,107664.66
PAY01334,O01334,Credit Card,paid,42368.19
PAY01335,O01335,UPI,paid,0.0
PAY01336,O01336,Net Banking,pending,29971.52
PAY01337,O01337,UPI,paid,74428.06
PAY01338,O01338,Credit Card,paid,0.0
PAY01339,O01339,Cash on Delivery,paid,37028.84
PAY01340,O01340,Net Banking,paid,31906.16
PAY01341,O01341,Credit Card,paid,0.0
PAY01342,O01342,UPI,paid,0.0
PAY01343,O01343,Debit Card,paid,14101.19
PAY01344,O01344,Net Banking,paid,77064.2
PAY01345,O01345,UPI,paid,18724.04
PAY01346,O01346,UPI,paid,68174.29
PAY01347,O01347,Credit Card,paid,0.0
PAY01348,O01348,UPI,paid,26446.66
PAY01349,O01349,Net Banking,paid,116650.77
PAY01350,O01350,Net Banking,paid,0.0
PAY01351,O01351,UPI,paid,0.0
PAY01352,O01352,Credit Card,paid,65794.9
PAY01353,O01353,Net Banking,paid,123714.6
PAY01354,O01354,Debit Card,paid,76950.76
PAY01355,O01355,Cash on Delivery,pending,24151.27
PAY01356,O01356,Credit Card,paid,0.0
PAY01357,O01357,Credit Card,paid,124927.14
PAY01358,O01358,Cash on Delivery,paid,27092.6
PAY01359,O01359,Cash on Delivery,paid,99403.04
PAY01360,O01360,Net Banking,paid,118612.02
PAY01361,O01361,UPI,paid,132919.12
PAY01362,O01362,UPI,paid,47239.02
PAY01363,O01363,Debit Card,paid,22943.7
PAY01364,O01364,UPI,paid,16783.5
PAY01365,O01365,Debit Card,paid,2319.2
PAY01366,O01366,Debit Card,paid,27597.92
PAY01367,O01367,Credit Card,paid,22599.28
PAY01368,O01368,Credit Card,paid,0.0
PAY01369,O01369,Net Banking,paid,134078.0
PAY01370,O01370,Cash on Delivery,paid,61135.52
PAY01371,O01371,Cash on Delivery,paid,60219.2
PAY01372,O01372,Debit Card,paid,97597.04
PAY01373,O01373,Cash on Delivery,paid,84727.1
PAY01374,O01374,Debit Card,paid,126066.86
PAY01375,O01375,Cash on Delivery,paid,115690.78
PAY01376,O01376,Net Banking,paid,16056.58
PAY01377,O01377,Credit Card,paid,36106.42
PAY01378,O01378,Credit Card,paid,59315.28
PAY01379,O01379,Debit Card,pending,0.0
PAY01380,O01380,Cash on Delivery,paid,128954.8
PAY01381,O01381,UPI,paid,59872.76
PAY01382,O01382,Net Banking,pending,26083.34
PAY01383,O01383,Cash on Delivery,failed,0.0
PAY01384,O01384,UPI,paid,24948.78
PAY01385,O01385,Net Banking,paid,128415.19
PAY01386,O01386,Net Banking,pending,48974.12
PAY01387,O01387,Credit Card,paid,28732.56
PAY01388,O01388,Debit Card,paid,0.0
PAY01389,O01389,Cash on Delivery,paid,5487.28
PAY01390,O01390,Net Banking,pending,26741.3
PAY01391,O01391,Cash on Delivery,paid,8845.28
PAY01392,O01392,Net Banking,paid,6633.96
PAY01393,O01393,Credit Card,paid,107343.96
PAY01394,O01394,Debit Card,paid,39192.28
PAY01395,O01395,UPI,pending,0.0
PAY01396,O01396,UPI,paid,132226.53
PAY01397,O01397,Credit Card,paid,15386.95
PAY01398,O01398,Net Banking,paid,0.0
PAY01399,O01399,Credit Card,paid,57593.28
PAY01400,O01400,Debit Card,paid,51417.32
PAY01401,O01401,UPI,paid,43982.65
PAY01402,O01402,Cash on Delivery,paid,183781.34
PAY01403,O01403,UPI,paid,93731.08
PAY01404,O01404,Debit Card,paid,32832.59
PAY01405,O01405,Net Banking,paid,17827.77
PAY01406,O01406,Credit Card,paid,52486.72
PAY01407,O01407,UPI,pending,5462.1
PAY01408,O01408,UPI,paid,0.0
PAY01409,O01409,Cash on Delivery,paid,63762.86
PAY01410,O01410,Credit Card,paid,106943.68
PAY01411,O01411,Cash on Delivery,paid,64320.71
PAY01412,O01412,Cash on Delivery,failed,15627.28
PAY01413,O01413,Net Banking,paid,0.0
PAY01414,O01414,UPI,paid,13360.44
PAY01415,O01415,Credit Card,paid,60131.0
PAY01416,O01416,Net Banking,paid,13120.28
PAY01417,O01417,Net Banking,paid,52287.79
PAY01418,O01418,Net Banking,paid,0.0
PAY01419,O01419,Debit Card,paid,6441.3
PAY01420,O01420,Debit Card,pending,0.0
PAY01421,O01421,Net Banking,paid,58211.03
PAY01422,O01422,Debit Card,failed,151339.01
PAY01423,O01423,Credit Card,paid,24917.75
PAY01424,O01424,UPI,paid,0.0
PAY01425,O01425,Credit Card,paid,161702.08
PAY01426,O01426,UPI,paid,36411.15
PAY01427,O01427,Debit Card,paid,30080.13
PAY01428,O01428,Credit Card,paid,53716.88
PAY01429,O01429,Cash on Delivery,paid,102209.17
PAY01430,O01430,Net Banking,paid,0.0
PAY01431,O01431,UPI,paid,88957.64
PAY01432,O01432,UPI,paid,81818.0
PAY01433,O01433,Cash on Delivery,pending,77563.55
PAY01434,O01434,Cash on Delivery,paid,154421.78
PAY01435,O01435,Net Banking,paid,0.0
PAY01436,O01436,Debit Card,paid,15356.84
PAY01437,O01437,Credit Card,paid,175255.04
PAY01438,O01438,Credit Card,paid,0.0
PAY01439,O01439,Credit Card,paid,123203.54
PAY01440,O01440,Debit Card,paid,79644.54
PAY01441,O01441,Net Banking,paid,110277.0
PAY01442,O01442,Credit Card,paid,14101.19
PAY01443,O01443,UPI,paid,193797.09
PAY01444,O01444,UPI,paid,1894.9
PAY01445,O01445,UPI,paid,0.0
PAY01446,O01446,Cash on Delivery,paid,57364.38
PAY01447,O01447,Cash on Delivery,paid,76870.14
PAY01448,O01448,Debit Card,pending,169756.23
PAY01449,O01449,Credit Card,paid,49609.46
PAY01450,O01450,Cash on Delivery,paid,49187.22
PAY01451,O01451,UPI,paid,71750.64
PAY01452,O01452,Cash on Delivery,paid,81830.2
PAY01453,O01453,UPI,paid,23905.7
PAY01454,O01454,Credit Card,paid,0.0
PAY01455,O01455,Debit Card,paid,83429.42
PAY01456,O01456,Net Banking,pending,58977.0
PAY01457,O01457,Net Banking,paid,0.0
PAY01458,O01458,UPI,paid,7521.72
PAY01459,O01459,Cash on Delivery,paid,25237.04
PAY01460,O01460,Cash on Delivery,paid,61724.36
PAY01461,O01461,UPI,paid,26016.72
PAY01462,O01462,Credit Card,paid,0.0
PAY01463,O01463,UPI,paid,60095.22
PAY01464,O01464,Credit Card,paid,3519.28
PAY01465,O01465,Debit Card,paid,0.0
PAY01466,O01466,Debit Card,paid,55924.24
PAY01467,O01467,UPI,paid,48429.66
PAY01468,O01468,Debit Card,paid,104471.78
PAY01469,O01469,Cash on Delivery,paid,41741.2
PAY01470,O01470,Credit Card,paid,43223.67
PAY01471,O01471,Net Banking,paid,1783.55
PAY01472,O01472,Net Banking,paid,69124.48
PAY01473,O01473,Debit Card,paid,41036.78
PAY01474,O01474,Credit Card,paid,94093.4
PAY01475,O01475,Cash on Delivery,paid,23181.58
PAY01476,O01476,Net Banking,paid,94166.0
PAY01477,O01477,Cash on Delivery,paid,0.0
PAY01478,O01478,Cash on Delivery,paid,47462.31
PAY01479,O01479,Net Banking,paid,0.0
PAY01480,O01480,Net Banking,paid,64849.24
PAY01481,O01481,Debit Card,paid,0.0
PAY01482,O01482,Credit Card,paid,7686.51
PAY01483,O01483,UPI,pending,49082.5
PAY01484,O01484,Credit Card,paid,106600.72
PAY01485,O01485,UPI,paid,120448.01
PAY01486,O01486,Net Banking,paid,13554.7
PAY01487,O01487,Cash on Delivery,pending,162724.86
PAY01488,O01488,Credit Card,paid,73492.41
PAY01489,O01489,Cash on Delivery,paid,9129.2
PAY01490,O01490,Credit Card,paid,133493.33
PAY01491,O01491,Credit Card,paid,91971.44
PAY01492,O01492,Cash on Delivery,paid,123287.91
PAY01493,O01493,Debit Card,paid,0.0
PAY01494,O01494,Net Banking,paid,0.0
PAY01495,O01495,Debit Card,paid,66602.24
PAY01496,O01496,Debit Card,paid,48785.38
PAY01497,O01497,Credit Card,paid,1124.04
PAY01498,O01498,Net Banking,paid,134017.88
PAY01499,O01499,Credit Card,paid,29667.02
PAY01500,O01500,UPI,paid,76850.2
PAY01501,O01501,Credit Card,paid,125700.26
PAY01502,O01502,Cash on Delivery,paid,0.0
PAY01503,O01503,Credit Card,paid,0.0
PAY01504,O01504,UPI,paid,7651.55
PAY01505,O01505,Credit Card,pending,10199.58
PAY01506,O01506,UPI,paid,35858.55
PAY01507,O01507,Net Banking,paid,73117.66
PAY01508,O01508,Credit Card,paid,111895.81
PAY01509,O01509,UPI,paid,88733.76
PAY01510,O01510,Net Banking,pending,3170.46
PAY01511,O01511,Cash on Delivery,paid,0.0
PAY01512,O01512,Debit Card,paid,62379.48
PAY01513,O01513,UPI,paid,2542.26
PAY01514,O01514,Cash on Delivery,paid,23321.99
PAY01515,O01515,Net Banking,paid,4564.6
PAY01516,O01516,Cash on Delivery,paid,0.0
PAY01517,O01517,Credit Card,paid,31032.44
PAY01518,O01518,Debit Card,pending,155706.28
PAY01519,O01519,UPI,paid,0.0
PAY01520,O01520,Net Banking,paid,162529.08
PAY01521,O01521,Debit Card,paid,113785.48
PAY01522,O01522,Net Banking,paid,95806.54
PAY01523,O01523,Cash on Delivery,paid,51417.32
PAY01524,O01524,Net Banking,paid,114863.94
PAY01525,O01525,Net Banking,paid,39783.57
PAY01526,O01526,Cash on Delivery,paid,59081.67
PAY01527,O01527,Cash on Delivery,paid,59685.52
PAY01528,O01528,Debit Card,paid,20058.27
PAY01529,O01529,UPI,paid,32219.99
PAY01530,O01530,Cash on Delivery,paid,233629.3
PAY01531,O01531,Debit Card,paid,11683.62
PAY01532,O01532,Net Banking,paid,74562.21
PAY01533,O01533,Net Banking,paid,31456.88
PAY01534,O01534,Credit Card,paid,50998.91
PAY01535,O01535,Cash on Delivery,paid,41929.39
PAY01536,O01536,Debit Card,paid,23367.24
PAY01537,O01537,Debit Card,paid,19954.5
PAY01538,O01538,UPI,pending,13889.68
PAY01539,O01539,Debit Card,paid,3514.03
PAY01540,O01540,Cash on Delivery,paid,0.0
PAY01541,O01541,Debit Card,pending,17890.74
PAY01542,O01542,Credit Card,pending,70826.62
PAY01543,O01543,Net Banking,paid,62280.16
PAY01544,O01544,Net Banking,paid,126361.82
PAY01545,O01545,Debit Card,failed,19771.76
PAY01546,O01546,Debit Card,paid,98641.76
PAY01547,O01547,Debit Card,paid,65189.81
PAY01548,O01548,Debit Card,paid,43273.42
PAY01549,O01549,Credit Card,paid,90770.87
PAY01550,O01550,Cash on Delivery,paid,25167.34
PAY01551,O01551,Credit Card,paid,134218.41
PAY01552,O01552,Credit Card,paid,0.0
PAY01553,O01553,Credit Card,paid,14395.89
PAY01554,O01554,Net Banking,paid,168768.69
PAY01555,O01555,Credit Card,paid,0.0
PAY01556,O01556,Debit Card,paid,46196.12
PAY01557,O01557,Credit Card,paid,180790.85
PAY01558,O01558,Debit Card,paid,0.0
PAY01559,O01559,Cash on Delivery,paid,24333.17
PAY01560,O01560,Net Banking,paid,3195.08
PAY01561,O01561,Cash on Delivery,paid,60422.93
PAY01562,O01562,Cash on Delivery,paid,144963.24
PAY01563,O01563,Net Banking,paid,45691.41
PAY01564,O01564,Debit Card,paid,34456.21
PAY01565,O01565,Debit Card,paid,40142.03
PAY01566,O01566,Debit Card,paid,101105.66
PAY01567,O01567,Net Banking,paid,95551.32
PAY01568,O01568,Credit Card,paid,12111.16
PAY01569,O01569,UPI,paid,57972.6
PAY01570,O01570,Credit Card,paid,0.0
PAY01571,O01571,Credit Card,paid,84970.16
PAY01572,O01572,Cash on Delivery,paid,118831.56
PAY01573,O01573,UPI,paid,47898.96
PAY01574,O01574,Debit Card,paid,116718.13
PAY01575,O01575,Credit Card,paid,0.0
PAY01576,O01576,Net Banking,failed,4001.56
PAY01577,O01577,Credit Card,paid,184973.5
PAY01578,O01578,Debit Card,paid,0.0
PAY01579,O01579,Credit Card,paid,90585.3
PAY01580,O01580,Cash on Delivery,paid,46583.22
PAY01581,O01581,Cash on Delivery,paid,0.0
PAY01582,O01582,Credit Card,failed,28582.49
PAY01583,O01583,Cash on Delivery,paid,0.0
PAY01584,O01584,Net Banking,paid,89917.73
PAY01585,O01585,UPI,paid,9251.61
PAY01586,O01586,Credit Card,paid,22804.61
PAY01587,O01587,Net Banking,paid,34987.05
PAY01588,O01588,Net Banking,paid,0.0
PAY01589,O01589,Net Banking,failed,228448.02
PAY01590,O01590,Debit Card,paid,20268.42
PAY01591,O01591,Credit Card,paid,2275.32
PAY01592,O01592,Credit Card,paid,6154.96
PAY01593,O01593,Credit Card,paid,118208.94
PAY01594,O01594,UPI,paid,65272.77
PAY01595,O01595,Net Banking,paid,49625.68
PAY01596,O01596,Credit Card,paid,26263.59
PAY01597,O01597,Cash on Delivery,pending,47898.66
PAY01598,O01598,Debit Card,paid,27692.87
PAY01599,O01599,UPI,paid,70822.94
PAY01600,O01600,Debit Card,paid,0.0
PAY01601,O01601,Net Banking,paid,145749.45
PAY01602,O01602,Cash on Delivery,failed,42152.55
PAY01603,O01603,Net Banking,pending,24691.04
PAY01604,O01604,Credit Card,paid,61103.58
PAY01605,O01605,Debit Card,paid,15635.63
PAY01606,O01606,Cash on Delivery,pending,19844.92
PAY01607,O01607,Debit Card,paid,803.62
PAY01608,O01608,UPI,paid,206767.9
PAY01609,O01609,Cash on Delivery,paid,81818.0
PAY01610,O01610,UPI,paid,0.0
PAY01611,O01611,Cash on Delivery,paid,41653.44
PAY01612,O01612,Credit Card,paid,58717.5
PAY01613,O01613,Debit Card,paid,98246.72
PAY01614,O01614,Debit Card,paid,15054.8
PAY01615,O01615,Net Banking,paid,48683.66
PAY01616,O01616,Cash on Delivery,paid,25175.25
PAY01617,O01617,Cash on Delivery,paid,40287.66
PAY01618,O01618,UPI,paid,266037.04
PAY01619,O01619,Cash on Delivery,pending,0.0
PAY01620,O01620,Debit Card,paid,47811.4
PAY01621,O01621,Cash on Delivery,pending,91292.04
PAY01622,O01622,Net Banking,paid,39929.08
PAY01623,O01623,Net Banking,paid,147961.11
PAY01624,O01624,Debit Card,paid,67300.88
PAY01625,O01625,Debit Card,paid,0.0
PAY01626,O01626,Debit Card,failed,30962.82
PAY01627,O01627,Cash on Delivery,paid,23760.87
PAY01628,O01628,Cash on Delivery,paid,30591.6
PAY01629,O01629,Credit Card,paid,138313.8
PAY01630,O01630,UPI,pending,101840.62
PAY01631,O01631,Cash on Delivery,paid,0.0
PAY01632,O01632,Credit Card,paid,32113.16
PAY01633,O01633,Credit Card,paid,0.0
PAY01634,O01634,Net Banking,paid,0.0
PAY01635,O01635,Cash on Delivery,paid,24854.07
PAY01636,O01636,Credit Card,paid,0.0
PAY01637,O01637,Net Banking,paid,88122.12
PAY01638,O01638,UPI,paid,73062.16
PAY01639,O01639,Net Banking,pending,3302.14
PAY01640,O01640,UPI,paid,54919.13
PAY01641,O01641,Debit Card,paid,23430.25
PAY01642,O01642,Debit Card,paid,13071.85
PAY01643,O01643,Net Banking,paid,44183.12
PAY01644,O01644,Debit Card,paid,183807.84
PAY01645,O01645,Cash on Delivery,paid,0.0
PAY01646,O01646,Net Banking,paid,39813.4
PAY01647,O01647,Credit Card,paid,14838.3
PAY01648,O01648,Cash on Delivery,paid,6931.28
PAY01649,O01649,Net Banking,paid,4465.04
PAY01650,O01650,UPI,paid,10064.07
PAY01651,O01651,Debit Card,pending,4227.28
PAY01652,O01652,Debit Card,paid,74615.02
PAY01653,O01653,Debit Card,paid,0.0
PAY01654,O01654,Net Banking,paid,90802.43
PAY01655,O01655,Cash on Delivery,paid,0.0
PAY01656,O01656,UPI,pending,17878.82
PAY01657,O01657,Debit Card,paid,99336.45
PAY01658,O01658,Cash on Delivery,paid,3465.64
PAY01659,O01659,Credit Card,paid,8184.43
PAY01660,O01660,Credit Card,paid,65949.24
PAY01661,O01661,UPI,paid,78290.0
PAY01662,O01662,Debit Card,paid,4453.48
PAY01663,O01663,Credit Card,paid,101626.92
PAY01664,O01664,Cash on Delivery,paid,153696.54
PAY01665,O01665,Cash on Delivery,paid,43923.12
PAY01666,O01666,Credit Card,failed,24017.65
PAY01667,O01667,Debit Card,paid,0.0
PAY01668,O01668,UPI,paid,103989.85
PAY01669,O01669,Debit Card,paid,79334.32
PAY01670,O01670,Net Banking,paid,26540.19
PAY01671,O01671,Credit Card,paid,114864.92
PAY01672,O01672,Net Banking,paid,63682.78
PAY01673,O01673,Credit Card,paid,95947.94
PAY01674,O01674,UPI,paid,94656.58
PAY01675,O01675,Debit Card,paid,24537.95
PAY01676,O01676,Debit Card,paid,159998.33
PAY01677,O01677,Credit Card,paid,60219.2
PAY01678,O01678,Cash on Delivery,paid,242034.91
PAY01679,O01679,Net Banking,paid,35050.86
PAY01680,O01680,Debit Card,paid,40884.07
PAY01681,O01681,Debit Card,paid,0.0
PAY01682,O01682,Credit Card,pending,79079.84
PAY01683,O01683,Cash on Delivery,paid,9577.52
PAY01684,O01684,Net Banking,failed,30468.81
PAY01685,O01685,Cash on Delivery,paid,12227.84
PAY01686,O01686,Cash on Delivery,paid,58650.48
PAY01687,O01687,Credit Card,paid,33540.46
PAY01688,O01688,Cash on Delivery,paid,32217.64
PAY01689,O01689,Net Banking,pending,77022.76
PAY01690,O01690,UPI,paid,123299.04
PAY01691,O01691,UPI,paid,160237.24
PAY01692,O01692,Net Banking,paid,3255.22
PAY01693,O01693,Credit Card,paid,29128.43
PAY01694,O01694,Debit Card,paid,87313.31
PAY01695,O01695,Credit Card,paid,54976.76
PAY01696,O01696,Net Banking,paid,38287.52
PAY01697,O01697,Cash on Delivery,paid,0.0
PAY01698,O01698,UPI,paid,0.0
PAY01699,O01699,Cash on Delivery,paid,102312.81
PAY01700,O01700,Credit Card,paid,18293.2
PAY01701,O01701,Net Banking,paid,128747.41
PAY01702,O01702,UPI,paid,158638.04
PAY01703,O01703,Net Banking,pending,63901.44
PAY01704,O01704,UPI,paid,46256.88
PAY01705,O01705,UPI,failed,0.0
PAY01706,O01706,UPI,paid,0.0
PAY01707,O01707,Credit Card,paid,12085.47
PAY01708,O01708,Net Banking,paid,94108.4
PAY01709,O01709,Debit Card,paid,42185.82
PAY01710,O01710,Debit Card,paid,96190.64
PAY01711,O01711,Debit Card,paid,0.0
PAY01712,O01712,Net Banking,pending,244824.06
PAY01713,O01713,Cash on Delivery,paid,0.0
PAY01714,O01714,Net Banking,paid,38310.08
PAY01715,O01715,UPI,paid,49764.93
PAY01716,O01716,Cash on Delivery,failed,24593.61
PAY01717,O01717,UPI,paid,9971.02
PAY01718,O01718,UPI,paid,37423.17
PAY01719,O01719,Net Banking,paid,44838.42
PAY01720,O01720,Debit Card,paid,0.0
PAY01721,O01721,Cash on Delivery,paid,108586.36
PAY01722,O01722,Credit Card,paid,39543.52
PAY01723,O01723,Debit Card,paid,98949.84
PAY01724,O01724,Credit Card,paid,0.0
PAY01725,O01725,Net Banking,pending,140720.84
PAY01726,O01726,Cash on Delivery,paid,332975.46
PAY01727,O01727,Net Banking,failed,0.0
PAY01728,O01728,Credit Card,paid,55380.57
PAY01729,O01729,UPI,paid,5350.65
PAY01730,O01730,Net Banking,paid,65143.83
PAY01731,O01731,Cash on Delivery,paid,0.0
PAY01732,O01732,Net Banking,pending,0.0
PAY01733,O01733,Debit Card,paid,127252.96
PAY01734,O01734,Net Banking,paid,0.0
PAY01735,O01735,Credit Card,pending,3096.56
PAY01736,O01736,Net Banking,paid,15635.01
PAY01737,O01737,Cash on Delivery,paid,56961.53
PAY01738,O01738,Net Banking,paid,0.0
PAY01739,O01739,Net Banking,paid,144501.5
