order_id,customer_id,order_date,status
O01475,C00678,2025-07-25,delivered
O01476,C00311,2025-09-04,processing
O01477,C00068,2025-05-07,delivered
O01478,C00463,2025-05-27,delivered
O01479,C00088,2025-04-28,delivered
O01480,C00217,2026-01-17,shipped
O01481,C00001,2026-02-16,cancelled
O01482,C00135,2025-12-29,delivered
O01483,C00697,2026-05-24,delivered
O01484,C00351,2025-05-17,processing
O01485,C00140,2025-06-24,delivered
O01486,C00618,2025-10-16,delivered
O01487,C00133,2026-04-26,delivered
O01488,C00620,2025-01-19,delivered
O01489,C00178,2025-07-14,shipped
O01490,C00810,2025-11-26,shipped
O01491,C00358,2025-06-24,delivered
O01492,C00380,2026-03-25,delivered
O01493,C00908,2025-12-20,shipped
O01494,C00871,2026-05-14,delivered
O01495,C00658,2025-05-21,processing
O01496,C00450,2025-04-03,delivered
O01497,C00586,2025-08-27,delivered
O01498,C00463,2025-07-24,processing
O01499,C00990,2026-03-09,delivered
O01500,C00108,2025-09-02,delivered
O01501,C00122,2025-11-13,delivered
O01502,C00017,2025-10-22,delivered
O01503,C00196,2025-10-09,delivered
O01504,C00327,2025-01-17,cancelled
O01505,C00318,2025-03-12,shipped
O01506,C00809,2025-09-26,delivered
O01507,C00479,2025-11-21,delivered
O01508,C00252,2025-11-01,delivered
O01509,C00503,2026-03-27,delivered
O01510,C00999,2025-01-07,delivered
O01511,C00119,2025-11-10,shipped
O01512,C00674,2025-04-13,delivered
O01513,C00710,2025-07-12,processing
O01514,C00498,2026-06-13,delivered
O01515,C00486,2025-06-20,delivered
O01516,C00045,2026-06-21,delivered
O01517,C00314,2025-09-08,delivered
O01518,C00179,2026-01-22,delivered
O01519,C00894,2025-07-26,cancelled
O01520,C00418,2026-06-25,delivered
O01521,C00556,2026-02-20,processing
O01522,C00783,2026-01-15,delivered
O01523,C00078,2025-05-24,cancelled
O01524,C00326,2025-01-25,delivered
O01525,C00690,2025-03-14,processing
O01526,C00357,2025-04-03,delivered
O01527,C00416,2026-05-20,shipped
O01528,C00963,2025-12-02,processing
O01529,C00515,2026-03-01,delivered
O01530,C00214,2026-05-14,delivered
O01531,C00854,2025-12-30,delivered
O01532,C00074,2025-07-18,processing
O01533,C00563,2026-02-17,delivered
O01534,C00579,2025-12-05,delivered
O01535,C00509,2026-03-05,delivered
O01536,C00332,2025-05-19,delivered
O01537,C00093,2026-06-26,shipped
O01538,C00688,2025-02-26,delivered
O01539,C00657,2025-08-20,delivered
O01540,C00519,2026-03-11,processing
O01541,C00269,2026-01-19,delivered
O01542,C00376,2025-07-13,delivered
O01543,C00834,2026-06-18,delivered
O01544,C00004,2026-06-02,delivered
O01545,C00138,2025-07-04,delivered
O01546,C00231,2025-10-19,shipped
O01547,C00600,2025-12-01,delivered
O01548,C00529,2025-04-26,delivered
O01549,C00052,2025-02-18,delivered
O01550,C00646,2025-03-23,delivered
O01551,C00723,2025-11-29,shipped
O01552,C00325,2025-12-01,delivered
O01553,C00992,2026-06-16,delivered
O01554,C00970,2025-08-09,delivered
O01555,C00905,2025-11-19,delivered
O01556,C00731,2025-01-03,delivered
O01557,C00717,2025-07-25,delivered
O01558,C00723,2025-02-09,delivered
O01559,C00277,2025-02-28,shipped
O01560,C00536,2026-05-22,delivered
O01561,C00486,2025-05-02,processing
O01562,C00516,2026-04-24,processing
O01563,C00152,2025-04-06,delivered
O01564,C00955,2026-02-18,delivered
O01565,C00483,2025-08-23,delivered
O01566,C00259,2025-03-03,delivered
O01567,C00324,2025-09-13,delivered
O01568,C00869,2025-12-14,delivered
O01569,C00168,2025-05-04,delivered
O01570,C00688,2026-04-27,delivered
O01571,C00310,2025-11-13,delivered
O01572,C00803,2026-05-19,delivered
O01573,C00479,2025-02-17,delivered
O01574,C00056,2026-02-13,delivered
O01575,C00620,2025-05-16,delivered
O01576,C00473,2025-07-20,delivered
O01577,C00296,2025-09-07,delivered
O01578,C00461,2025-11-10,delivered
O01579,C00324,2026-01-03,delivered
O01580,C00814,2026-03-05,delivered
O01581,C00846,2026-04-25,shipped
O01582,C00141,2025-11-10,processing
O01583,C00667,2026-05-15,delivered
O01584,C00262,2025-12-21,delivered
O01585,C00785,2026-04-30,delivered
O01586,C00420,2025-07-30,processing
O01587,C00744,2025-02-13,delivered
O01588,C00241,2026-06-25,cancelled
O01589,C00355,2025-04-02,delivered
O01590,C00849,2025-09-22,delivered
O01591,C00770,2025-08-08,processing
O01592,C00761,2026-03-18,delivered
O01593,C00589,2026-02-05,delivered
O01594,C00180,2026-02-04,delivered
O01595,C00066,2026-05-05,delivered
O01596,C00820,2026-04-30,delivered
O01597,C00348,2026-04-15,delivered
O01598,C00171,2026-03-21,shipped
O01599,C00474,2025-09-26,delivered
O01600,C00534,2025-09-24,processing
O01601,C00367,2025-02-23,delivered
O01602,C00107,2026-06-12,delivered
O01603,C00439,2026-06-04,delivered
O01604,C00835,2025-02-28,delivered
O01605,C00227,2025-02-09,delivered
O01606,C00444,2025-08-25,cancelled
O01607,C00442,2026-01-21,delivered
O01608,C00396,2025-10-27,delivered
O01609,C00728,2026-01-30,delivered
O01610,C00581,2025-07-26,delivered
O01611,C00084,2025-12-02,processing
O01612,C00615,2026-05-29,delivered
O01613,C00551,2025-06-27,delivered
O01614,C00013,2026-01-31,delivered
O01615,C00809,2026-01-06,delivered
O01616,C00825,2025-11-14,delivered
O01617,C00693,2026-01-04,delivered
O01618,C00493,2026-01-19,delivered
O01619,C00268,2025-03-03,delivered
O01620,C00525,2026-05-20,delivered
O01621,C00120,2025-08-27,cancelled
O01622,C00970,2025-07-14,processing
O01623,C00353,2025-08-10,delivered
O01624,C00057,2025-03-02,delivered
O01625,C00040,2025-05-09,delivered
O01626,C00886,2025-06-05,delivered
O01627,C00336,2026-01-13,shipped
O01628,C00640,2026-03-13,delivered
O01629,C00173,2025-07-26,processing
O01630,C00547,2026-01-23,cancelled
O01631,C00259,2026-04-25,delivered
O01632,C00888,2025-12-06,delivered
O01633,C00517,2025-12-06,delivered
O01634,C00730,2025-07-23,delivered
O01635,C00523,2025-06-10,delivered
O01636,C00894,2026-06-24,delivered
O01637,C00839,2026-01-27,processing
O01638,C00117,2026-06-18,delivered
O01639,C00184,2025-03-11,delivered
O01640,C00906,2026-02-09,delivered
O01641,C00874,2026-06-01,delivered
O01642,C00116,2025-04-30,delivered
O01643,C00162,2025-08-05,processing
O01644,C00579,2025-02-25,delivered
O01645,C00712,2026-01-01,delivered
O01646,C00543,2026-05-19,delivered
O01647,C00587,2026-03-31,delivered
O01648,C00237,2025-04-14,shipped
O01649,C00839,2025-03-18,delivered
O01650,C00066,2025-08-18,shipped
O01651,C00070,2025-09-15,delivered
O01652,C00809,2025-09-21,delivered
O01653,C00447,2025-11-27,delivered
O01654,C00416,2025-07-01,delivered
O01655,C00532,2025-01-27,delivered
O01656,C00441,2025-10-03,shipped
O01657,C00738,2025-10-26,delivered
O01658,C00946,2025-04-01,delivered
O01659,C00464,2026-04-25,delivered
O01660,C00921,2026-04-03,delivered
O01661,C00396,2026-03-27,delivered
O01662,C00711,2025-12-31,delivered
O01663,C00551,2025-12-17,delivered
O01664,C00657,2026-02-04,delivered
O01665,C00557,2025-09-10,delivered
O01666,C00395,2026-04-04,delivered
O01667,C00326,2026-05-14,delivered
O01668,C00893,2026-05-23,delivered
O01669,C00919,2025-10-31,cancelled
O01670,C00091,2026-05-16,delivered
O01671,C00750,2025-06-15,delivered
O01672,C00070,2026-02-19,delivered
O01673,C00166,2026-04-07,delivered
O01674,C00642,2025-04-24,shipped
O01675,C00214,2026-03-09,delivered
O01676,C00852,2025-12-22,cancelled
O01677,C00601,2025-07-26,processing
O01678,C00335,2025-08-23,delivered
O01679,C00764,2026-03-18,delivered
O01680,C00369,2025-12-21,delivered
O01681,C00861,2026-05-30,delivered
O01682,C00584,2025-07-27,delivered
O01683,C00677,2025-05-05,delivered
O01684,C00049,2025-05-18,delivered
O01685,C00052,2025-12-05,delivered
O01686,C00289,2026-06-21,delivered
O01687,C00790,2025-03-09,processing
O01688,C00626,2026-06-25,delivered
O01689,C00239,2026-01-18,shipped
O01690,C00133,2025-01-19,delivered
O01691,C00999,2026-03-26,delivered
O01692,C00786,2025-03-15,delivered
O01693,C00166,2025-10-03,delivered
O01694,C00374,2025-02-17,delivered
O01695,C00373,2025-07-30,delivered
O01696,C00805,2026-06-24,shipped
O01697,C00478,2025-07-10,delivered
O01698,C00755,2025-11-11,delivered
O01699,C00479,2025-04-23,processing
O01700,C00832,2025-06-19,delivered
O01701,C00650,2026-04-13,delivered
O01702,C00591,2025-01-14,delivered
O01703,C00682,2025-10-15,processing
O01704,C00635,2025-07-08,delivered
O01705,C00688,2025-06-04,delivered
O01706,C00300,2026-04-16,delivered
O01707,C00082,2025-03-16,shipped
O01708,C00087,2025-10-04,delivered
O01709,C00225,2025-12-09,cancelled
O01710,C00016,2026-03-01,delivered
O01711,C00822,2026-05-26,shipped
O01712,C00358,2025-07-01,delivered
O01713,C00163,2026-04-03,delivered
O01714,C00610,2025-03-05,processing
O01715,C00668,2025-09-17,delivered
O01716,C00514,2025-07-12,delivered
O01717,C00350,2026-02-10,delivered
O01718,C00909,2025-04-03,delivered
O01719,C00681,2026-03-06,delivered
O01720,C00464,2026-03-10,delivered
O01721,C00827,2026-02-08,delivered
O01722,C00837,2026-03-10,delivered
O01723,C00375,2025-04-22,delivered
O01724,C00092,2026-01-10,delivered
O01725,C00181,2025-02-28,delivered
O01726,C00743,2025-02-12,delivered
O01727,C00301,2025-07-26,delivered
O01728,C00660,2025-10-23,cancelled
O01729,C00792,2025-04-28,delivered
O01730,C00189,2026-06-16,processing
O01731,C00859,2025-08-10,processing
O01732,C00862,2025-06-15,shipped
O01733,C00314,2025-06-05,delivered
O01734,C00493,2025-07-03,shipped
O01735,C00923,2025-03-31,shipped
O01736,C00922,2025-04-04,delivered
O01737,C00128,2025-01-13,delivered
O01738,C00519,2026-03-14,delivered
O01739,C00426,2026-06-22,delivered
O01740,C00559,2025-05-30,delivered
O01741,C00565,2025-01-08,delivered
O01742,C00187,2025-01-29,delivered
O01743,C00550,2025-10-23,delivered
O01744,C00453,2025-12-06,delivered
O01745,C00471,2026-03-15,delivered
O01746,C00988,2025-05-24,processing
O01747,C00738,2026-06-03,delivered
O01748,C00565,2025-02-14,delivered
O01749,C00911,2025-08-27,delivered
O01750,C00224,2025-06-04,delivered
O01751,C00154,2025-06-30,shipped
O01752,C00560,2025-08-03,processing
O01753,C00351,2025-03-29,delivered
O01754,C00147,2025-09-13,cancelled
O01755,C00905,2026-05-26,delivered
O01756,C00576,2025-03-14,delivered
O01757,C00349,2025-06-28,delivered
O01758,C00182,2025-07-31,processing
O01759,C00637,2025-08-22,delivered
O01760,C00179,2026-04-10,delivered
O01761,C00039,2025-08-11,shipped
O01762,C00772,2025-09-21,delivered
O01763,C00894,2025-07-26,delivered
O01764,C00003,2026-01-01,processing
O01765,C00064,2025-10-03,delivered
O01766,C00029,2026-01-15,delivered
O01767,C00372,2025-11-05,delivered
O01768,C00523,2025-09-25,delivered
O01769,C00097,2025-03-05,delivered
O01770,C00870,2025-12-16,delivered
O01771,C00442,2026-05-09,delivered
O01772,C00203,2026-06-07,delivered
O01773,C00411,2025-04-08,processing
O01774,C00993,2025-03-12,cancelled
O01775,C00021,2025-12-30,delivered
O01776,C00551,2025-10-03,delivered
O01777,C00735,2025-02-19,processing
O01778,C00102,2025-12-24,delivered
O01779,C00046,2026-04-30,delivered
O01780,C00066,2025-03-25,processing
O01781,C00603,2025-10-23,shipped
O01782,C00164,2025-08-24,shipped
O01783,C00971,2025-02-25,delivered
O01784,C00111,2025-12-26,delivered
O01785,C00338,2025-04-20,delivered
O01786,C00123,2025-07-11,delivered
O01787,C00705,2025-04-03,delivered
O01788,C00447,2025-03-01,delivered
O01789,C00611,2025-02-08,shipped
O01790,C00291,2026-06-24,shipped
O01791,C00671,2025-02-18,delivered
O01792,C00412,2026-02-24,shipped
O01793,C00615,2025-01-13,shipped
O01794,C00897,2025-02-05,delivered
O01795,C00281,2025-04-11,delivered
O01796,C00043,2025-03-27,delivered
O01797,C00486,2026-05-31,delivered
O01798,C00596,2025-08-11,delivered
O01799,C00963,2025-12-04,delivered
O01800,C00703,2025-06-15,delivered
O01801,C00051,2026-01-18,delivered
O01802,C00898,2026-01-11,processing
O01803,C00210,2026-04-16,delivered
O01804,C00126,2025-01-31,shipped
O01805,C00492,2026-01-10,delivered
O01806,C00509,2025-01-11,delivered
O01807,C00960,2025-10-29,processing
O01808,C00970,2025-04-06,delivered
O01809,C00581,2025-07-09,delivered
O01810,C00777,2026-03-29,shipped
O01811,C00258,2025-07-11,delivered
O01812,C00930,2026-05-01,delivered
O01813,C00188,2025-09-23,delivered
O01814,C00230,2026-02-28,shipped
O01815,C00189,2025-05-08,delivered
O01816,C00415,2025-08-26,delivered
O01817,C00010,2025-12-21,delivered
O01818,C00114,2025-04-22,delivered
O01819,C00076,2026-03-22,shipped
O01820,C00676,2025-12-09,delivered
O01821,C00502,2025-05-25,delivered
O01822,C00085,2025-03-06,delivered
O01823,C00049,2025-09-04,processing
O01824,C00495,2026-05-05,delivered
O01825,C00838,2026-03-15,processing
O01826,C00689,2025-04-16,shipped
O01827,C00387,2025-06-30,delivered
O01828,C00970,2025-07-03,delivered
O01829,C00389,2025-08-14,delivered
O01830,C00218,2025-03-30,shipped
O01831,C00701,2026-06-14,delivered
O01832,C00981,2026-01-06,delivered
O01833,C00346,2026-02-03,shipped
O01834,C00230,2025-04-16,delivered
O01835,C00255,2025-09-28,delivered
O01836,C00236,2026-05-18,delivered
O01837,C00026,2026-06-09,delivered
O01838,C00584,2025-02-01,shipped
O01839,C00261,2026-01-28,delivered
O01840,C00766,2025-02-09,delivered
O01841,C00271,2025-08-06,processing
O01842,C00123,2025-03-23,delivered
O01843,C00656,2025-07-20,cancelled
O01844,C00257,2026-03-23,cancelled
O01845,C00656,2026-03-04,delivered
O01846,C00421,2025-02-07,delivered
O01847,C00259,2025-07-30,delivered
O01848,C00948,2026-03-20,delivered
O01849,C00047,2025-11-23,delivered
O01850,C00863,2025-08-15,delivered
O01851,C00525,2025-02-17,delivered
O01852,C00888,2025-01-18,processing
O01853,C00208,2026-03-15,delivered
O01854,C00311,2025-07-06,delivered
O01855,C00747,2025-12-11,delivered
O01856,C00149,2025-08-12,cancelled
O01857,C00834,2026-05-03,delivered
O01858,C00438,2025-08-17,shipped
O01859,C00155,2026-01-25,delivered
O01860,C00678,2025-07-07,delivered
O01861,C00090,2025-09-27,delivered
O01862,C00698,2025-11-06,delivered
O01863,C00830,2025-05-12,delivered
O01864,C00358,2025-03-13,delivered
O01865,C00174,2025-07-06,delivered
O01866,C00217,2026-05-01,cancelled
O01867,C00907,2025-07-10,delivered
O01868,C00456,2026-02-26,cancelled
O01869,C00776,2025-04-30,delivered
O01870,C00609,2025-08-08,delivered
O01871,C00629,2025-02-22,delivered
O01872,C00199,2026-03-27,delivered
O01873,C00832,2026-02-16,delivered
O01874,C00486,2025-08-25,delivered
O01875,C00533,2026-02-10,delivered
O01876,C00200,2026-02-26,shipped
O01877,C00371,2025-09-04,delivered
O01878,C00959,2025-03-13,shipped
O01879,C00853,2025-07-04,delivered
O01880,C00448,2025-01-06,delivered
O01881,C00248,2025-07-25,delivered
O01882,C00788,2026-06-28,delivered
O01883,C00264,2026-01-22,delivered
O01884,C00058,2025-03-17,delivered
O01885,C00302,2025-06-26,delivered
O01886,C00031,2025-12-15,delivered
O01887,C00498,2025-09-12,delivered
O01888,C00249,2025-11-04,delivered
O01889,C00605,2025-12-11,delivered
O01890,C00777,2025-05-07,cancelled
O01891,C00271,2025-10-14,shipped
O01892,C00606,2026-05-02,delivered
O01893,C00666,2026-01-18,processing
O01894,C00394,2026-02-10,processing
O01895,C00797,2026-01-23,delivered
O01896,C00502,2026-06-09,delivered
O01897,C00592,2025-10-03,cancelled
O01898,C00804,2026-05-15,delivered
O01899,C00084,2025-12-03,processing
O01900,C00365,2026-04-26,delivered
O01901,C00886,2025-09-30,delivered
O01902,C00549,2025-02-27,delivered
O01903,C00342,2025-11-24,delivered
O01904,C00839,2025-04-19,shipped
O01905,C00407,2025-10-06,cancelled
O01906,C00425,2025-11-24,delivered
O01907,C00744,2025-11-11,delivered
O01908,C00093,2026-04-19,shipped
O01909,C00848,2025-04-21,delivered
O01910,C00614,2025-08-17,delivered
O01911,C00412,2026-05-12,delivered
O01912,C00432,2025-06-05,shipped
O01913,C00678,2026-04-18,shipped
O01914,C00159,2025-09-29,delivered
O01915,C00014,2025-01-02,delivered
O01916,C00373,2026-05-26,cancelled
O01917,C00225,2025-10-13,delivered
O01918,C00505,2025-01-13,delivered
O01919,C00073,2026-05-13,delivered
O01920,C00249,2025-08-26,shipped
O01921,C00511,2025-04-04,delivered
O01922,C00603,2025-12-04,delivered
O01923,C00216,2025-06-20,delivered
O01924,C00973,2026-04-12,delivered
O01925,C00602,2025-05-23,delivered
O01926,C00541,2025-07-20,delivered
O01927,C00947,2025-06-29,delivered
O01928,C00817,2025-12-30,delivered
O01929,C00939,2026-04-24,delivered
O01930,C00988,2026-04-16,delivered
O01931,C00220,2026-01-19,processing
O01932,C00840,2026-02-21,processing
O01933,C00727,2025-11-04,delivered
O01934,C00221,2026-01-02,shipped
O01935,C00389,2025-01-01,delivered
O01936,C00554,2025-02-13,cancelled
O01937,C00647,2025-04-08,delivered
O01938,C00042,2025-09-22,delivered
O01939,C00676,2025-05-20,delivered
O01940,C00873,2026-04-26,delivered
O01941,C00283,2025-08-25,cancelled
O01942,C00058,2025-03-13,delivered
O01943,C00814,2025-07-09,delivered
O01944,C00834,2025-09-25,delivered
O01945,C00537,2025-11-17,delivered
O01946,C00073,2025-04-17,delivered
O01947,C00885,2025-08-20,delivered
O01948,C00923,2025-02-11,cancelled
O01949,C00129,2025-05-19,delivered
O01950,C00599,2025-09-30,delivered
O01951,C00842,2026-04-26,processing
O01952,C00426,2026-02-20,delivered
O01953,C00948,2026-05-21,delivered
O01954,C00665,2026-02-28,delivered
O01955,C00694,2026-02-11,shipped
O01956,C00125,2026-01-25,delivered
O01957,C00067,2025-12-08,cancelled
O01958,C00006,2026-05-08,shipped
O01959,C00637,2025-07-11,delivered
O01960,C00314,2026-05-14,delivered
O01961,C00326,2025-08-21,delivered
O01962,C00565,2025-08-15,delivered
O01963,C00578,2026-01-06,shipped
O01964,C00826,2025-05-19,cancelled
O01965,C00506,2025-05-29,delivered
O01966,C00082,2025-04-25,delivered
O01967,C00599,2026-03-26,delivered
O01968,C00002,2025-03-04,delivered
O01969,C00204,2025-04-14,delivered
O01970,C00662,2025-09-30,delivered
O01971,C00805,2025-01-06,delivered
O01972,C00404,2025-05-27,delivered
O01973,C00103,2025-07-03,delivered
O01974,C00536,2025-01-28,shipped
O01975,C00368,2025-04-29,shipped
O01976,C00212,2025-10-20,delivered
O01977,C00577,2026-01-06,delivered
O01978,C00961,2025-09-01,delivered
O01979,C00209,2025-08-06,delivered
O01980,C00763,2025-06-26,delivered
O01981,C00897,2025-10-26,shipped
O01982,C00117,2025-02-27,delivered
O01983,C00628,2025-09-26,delivered
O01984,C00749,2025-11-04,delivered
O01985,C00478,2025-10-15,delivered
O01986,C00105,2025-04-15,delivered
O01987,C00495,2025-08-16,cancelled
O01988,C00771,2025-09-04,delivered
O01989,C00046,2026-05-09,delivered
O01990,C00823,2025-03-24,delivered
O01991,C00331,2025-07-05,processing
O01992,C00216,2025-09-09,delivered
O01993,C00982,2025-12-21,delivered
O01994,C00960,2025-07-29,processing
O01995,C00492,2026-03-23,delivered
O01996,C00813,2026-04-05,delivered
O01997,C00922,2026-04-17,delivered
O01998,C00845,2026-01-05,delivered
O01999,C00449,2026-05-07,delivered
O02000,C00536,2025-05-17,delivered
O02001,C00511,2026-01-02,delivered
O02002,C00458,2025-07-03,delivered
O02003,C00547,2025-10-14,delivered
O02004,C00536,2026-04-17,delivered
O02005,C00540,2026-01-10,delivered
O02006,C00484,2026-06-21,processing
O02007,C00976,2026-05-26,delivered
O02008,C01000,2025-09-07,delivered
O02009,C00016,2026-05-25,delivered
O02010,C00571,2025-03-14,delivered
O02011,C00977,2025-10-09,delivered
O02012,C00243,2025-12-26,delivered
O02013,C00950,2025-01-10,delivered
O02014,C00207,2025-07-30,delivered
O02015,C00912,2025-06-01,shipped
O02016,C00271,2025-01-05,delivered
O02017,C00761,2025-07-14,delivered
O02018,C00994,2025-10-10,delivered
O02019,C00779,2026-04-09,delivered
O02020,C00705,2025-04-23,delivered
O02021,C00847,2025-09-28,delivered
O02022,C00730,2025-06-12,delivered
O02023,C00115,2026-04-05,shipped
O02024,C00580,2025-04-15,processing
O02025,C00299,2025-10-09,delivered
O02026,C00837,2025-06-11,delivered
O02027,C00483,2025-12-17,processing
O02028,C00397,2026-03-10,delivered
O02029,C00394,2025-05-20,delivered
O02030,C00075,2026-04-16,delivered
O02031,C00978,2025-05-12,delivered
O02032,C00482,2025-03-28,delivered
O02033,C00103,2025-07-02,delivered
O02034,C00297,2026-01-03,delivered
O02035,C00178,2025-05-09,delivered
O02036,C00215,2025-09-03,shipped
O02037,C00967,2026-01-13,delivered
O02038,C00315,2025-05-29,delivered
O02039,C00039,2026-03-09,delivered
O02040,C00259,2026-04-14,delivered
O02041,C00716,2026-03-22,shipped
O02042,C00007,2026-04-26,delivered
O02043,C00049,2025-10-21,delivered
O02044,C00538,2025-05-23,delivered
O02045,C00161,2025-09-07,delivered
O02046,C00869,2025-10-29,delivered
O02047,C00176,2025-01-25,delivered
O02048,C00591,2025-03-11,delivered
O02049,C00002,2025-04-22,delivered
O02050,C00895,2025-12-30,delivered
O02051,C00455,2025-10-30,delivered
O02052,C00928,2026-04-16,processing
O02053,C00644,2025-04-01,shipped
O02054,C00276,2026-06-14,processing
O02055,C00498,2025-07-11,cancelled
O02056,C00629,2025-08-30,delivered
O02057,C00676,2025-05-18,delivered
O02058,C00800,2025-12-11,delivered
O02059,C00028,2025-06-29,processing
O02060,C00333,2026-05-18,delivered
O02061,C00001,2025-07-22,cancelled
O02062,C00188,2025-07-11,delivered
O02063,C00056,2025-01-05,shipped
O02064,C00547,2025-08-25,delivered
O02065,C00112,2025-11-07,delivered
O02066,C00798,2025-02-25,shipped
O02067,C00310,2026-03-19,delivered
O02068,C00036,2025-08-25,shipped
O02069,C00439,2025-07-16,delivered
O02070,C00729,2026-05-29,delivered
O02071,C00592,2026-03-25,delivered
O02072,C00826,2025-12-26,delivered
O02073,C00595,2025-01-30,delivered
O02074,C00577,2025-04-18,delivered
O02075,C00325,2026-03-21,delivered
O02076,C00640,2026-03-14,delivered
O02077,C00307,2026-04-02,delivered
O02078,C00534,2026-05-10,delivered
O02079,C00728,2025-09-04,shipped
O02080,C00619,2026-06-27,delivered
O02081,C00109,2026-03-15,delivered
O02082,C00372,2025-10-05,delivered
O02083,C00357,2025-04-21,delivered
O02084,C00181,2026-01-20,delivered
O02085,C00356,2025-07-10,cancelled
O02086,C00676,2026-05-05,processing
O02087,C00068,2026-03-02,delivered
O02088,C00292,2026-02-09,delivered
O02089,C00692,2025-12-01,processing
O02090,C00181,2025-07-28,delivered
O02091,C00466,2025-01-22,delivered
O02092,C00434,2025-07-27,delivered
O02093,C00464,2025-01-08,delivered
O02094,C00681,2026-06-13,cancelled
O02095,C00914,2025-06-15,delivered
O02096,C00534,2026-05-11,delivered
O02097,C00066,2026-03-05,delivered
O02098,C00021,2025-06-12,shipped
O02099,C00612,2026-01-01,processing
O02100,C00384,2026-06-10,delivered
O02101,C00812,2025-08-27,delivered
O02102,C00615,2025-03-13,delivered
O02103,C00559,2026-03-21,shipped
O02104,C00039,2026-05-24,shipped
O02105,C00285,2025-09-26,delivered
O02106,C00822,2026-02-19,delivered
O02107,C00602,2025-09-02,delivered
O02108,C00597,2025-03-01,delivered
O02109,C00785,2025-01-06,delivered
O02110,C00336,2026-02-11,delivered
O02111,C00188,2025-08-05,delivered
O02112,C00671,2025-01-26,delivered
O02113,C00243,2025-01-05,delivered
O02114,C00073,2026-06-16,delivered
O02115,C00479,2026-01-25,delivered
O02116,C00974,2026-03-24,delivered
O02117,C00561,2025-05-26,delivered
O02118,C00101,2026-01-23,delivered
O02119,C00514,2025-09-06,delivered
O02120,C00756,2026-06-10,processing
O02121,C00176,2026-04-07,shipped
O02122,C00238,2025-01-13,processing
O02123,C00910,2026-01-19,delivered
O02124,C00059,2026-02-03,delivered
O02125,C00865,2025-01-19,delivered
O02126,C00099,2026-05-06,delivered
O02127,C00954,2026-02-23,delivered
O02128,C00871,2025-12-03,delivered
O02129,C00954,2026-02-23,shipped
O02130,C00495,2025-05-02,delivered
O02131,C00947,2026-03-08,processing
O02132,C00980,2025-02-13,processing
O02133,C00514,2025-11-13,delivered
O02134,C00755,2026-01-16,shipped
O02135,C00297,2025-05-25,delivered
O02136,C00211,2025-11-23,shipped
O02137,C00123,2025-12-29,delivered
O02138,C00229,2025-02-19,shipped
O02139,C00594,2025-03-06,delivered
O02140,C00656,2025-12-21,cancelled
O02141,C00388,2025-06-13,delivered
O02142,C00140,2025-05-21,delivered
O02143,C00541,2025-05-08,shipped
O02144,C00391,2026-02-02,shipped
O02145,C00270,2026-04-08,delivered
O02146,C00759,2025-07-06,delivered
O02147,C00012,2025-07-09,delivered
O02148,C00867,2026-01-23,cancelled
O02149,C00389,2026-03-05,shipped
O02150,C00337,2025-10-11,shipped
O02151,C00506,2025-08-25,delivered
O02152,C00106,2025-07-13,delivered
O02153,C00032,2025-10-14,delivered
O02154,C00074,2025-05-16,shipped
O02155,C00171,2025-06-20,delivered
O02156,C00849,2025-06-08,processing
O02157,C00069,2025-07-20,delivered
O02158,C00813,2026-05-02,delivered
O02159,C00362,2026-05-19,delivered
O02160,C00649,2026-01-06,delivered
O02161,C00433,2025-04-13,delivered
O02162,C00929,2025-05-05,delivered
O02163,C00996,2025-11-09,delivered
O02164,C00100,2026-04-03,shipped
O02165,C00658,2025-08-18,delivered
O02166,C00009,2025-07-16,delivered
O02167,C00574,2026-02-27,delivered
O02168,C00697,2025-06-20,delivered
O02169,C00029,2026-01-17,shipped
O02170,C00893,2025-06-22,delivered
O02171,C00114,2026-03-29,shipped
O02172,C00462,2025-12-16,delivered
O02173,C00921,2026-05-09,delivered
O02174,C00143,2025-01-04,delivered
O02175,C00390,2025-04-03,delivered
O02176,C00632,2025-01-06,delivered
O02177,C00682,2025-10-15,shipped
O02178,C00157,2025-05-26,delivered
O02179,C00335,2026-02-28,delivered
O02180,C00861,2026-04-02,delivered
O02181,C00260,2025-07-21,delivered
O02182,C00082,2025-07-31,delivered
O02183,C00754,2025-01-06,delivered
O02184,C00441,2026-01-11,delivered
O02185,C00945,2026-03-23,delivered
O02186,C00172,2025-04-16,delivered
O02187,C00231,2026-02-05,processing
O02188,C00720,2025-04-06,delivered
O02189,C00075,2026-01-23,delivered
O02190,C00270,2026-03-28,cancelled
O02191,C00899,2026-02-20,delivered
O02192,C00626,2026-05-19,delivered
O02193,C00062,2026-03-30,delivered
O02194,C00874,2025-10-18,delivered
O02195,C00320,2026-06-18,delivered
O02196,C00102,2025-07-12,cancelled
O02197,C00429,2025-05-30,delivered
O02198,C00874,2026-05-30,shipped
O02199,C00722,2026-01-28,delivered
O02200,C00954,2025-11-12,delivered
O02201,C00255,2025-03-17,delivered
O02202,C00532,2025-09-27,processing
O02203,C00570,2025-08-13,cancelled
O02204,C00112,2026-06-14,delivered
O02205,C00985,2025-04-23,processing
O02206,C00313,2025-09-08,delivered
O02207,C00998,2025-08-21,delivered
O02208,C00461,2025-03-24,delivered
O02209,C00708,2025-05-05,delivered
O02210,C00887,2025-06-24,delivered
O02211,C00462,2025-03-10,delivered
